Year,Type of economic activity,Organisation and legal forms,Region,Number of employees,Value
2020,B273,,,,
2020,B274,,,,
2020,B275,,,,
2020,B276,,,,
2020,B277,,,,
2020,B278,,,,
2020,B279,,,,
2020,B280,,,,
2020,B281,,,,
2020,B282,,,,
2020,B283,,,,
2020,B284,,,,
2020,B285,,,,
2020,B286,,,,
2020,B287,,,,
2020,B288,,,,
2020,B289,,,,
2020,B290,,,,
2020,B291,,,,
2020,B292,,,,
2020,B293,,,,
2020,B294,,,,
2020,B295,,,,
2020,B296,,,,
2020,B297,,,,
2020,B298,,,,
2020,B299,,,,
2020,B300,,,,
2020,B301,,,,
2020,B302,,,,
2020,B303,,,,
2020,B304,,,,
2020,B305,,,,
2020,B306,,,,
2020,B307,,,,
2020,B308,,,,
2020,B309,,,,
2020,B310,,,,
2020,B311,,,,
2020,B312,,,,
2020,B313,,,,
2020,B314,,,,
2020,B315,,,,
2020,B316,,,,
2020,B317,,,,
2020,B318,,,,
2020,B319,,,,
2020,B320,,,,
2020,B321,,,,
2020,B322,,,,
2020,B323,,,,
2020,B324,,,,
2020,B325,,,,
2020,B326,,,,
2020,B327,,,,
2020,B328,,,,
2020,B329,,,,
2020,B330,,,,
2020,B331,,,,
2020,B332,,,,
2020,B333,,,,
2020,B334,,,,
2020,B335,,,,
2020,B336,,,,
2020,B337,,,,
2020,B338,,,,
2020,B339,,,,
2020,B340,,,,
2020,B341,,,,
2020,B342,,,,
2020,B343,,,,
2020,B344,,,,
2020,B345,,,,
2020,B346,,,,
2020,B347,,,,
2020,B348,,,,
2020,B349,,,,
2020,B350,,,,
2020,B351,,,,
2020,B352,,,,
2020,B353,,,,
2020,B354,,,,
2020,B355,,,,
2020,B356,,,,
2020,B357,,,,
2020,B358,,,,
2020,B359,,,,
2020,B360,,,,
2020,B361,,,,
2020,B362,,,,
2020,B363,,,,
2020,B364,,,,
2020,B365,,,,
2020,B366,,,,
2020,B367,,,,
2020,B368,,,,
2020,B369,,,,
2020,B370,,,,
2020,B371,,,,
2020,B372,,,,
2020,B373,,,,
2020,B374,,,,
2020,B375,,,,
2020,B376,,,,
2020,B377,,,,
2020,B378,,,,
2020,B379,,,,
2020,B380,,,,
2020,B381,,,,
2020,B382,,,,
2020,B383,,,,
2020,B384,,,,
2020,B385,,,,
2020,B386,,,,
2020,B387,,,,
2020,B388,,,,
2020,B389,,,,
2020,B390,,,,
2020,B391,,,,
2020,B392,,,,
2020,B393,,,,
2020,B394,,,,
2020,B395,,,,
2020,B396,,,,
2020,B397,,,,
2020,B398,,,,
2020,B399,,,,
2020,B400,,,,
2020,B401,,,,
2020,B402,,,,
2020,B403,,,,
2020,B404,,,,
2020,B405,,,,
2020,B406,,,,
2020,B407,,,,
2020,B408,,,,
2020,B409,,,,
2020,B410,,,,
2020,B411,,,,
2020,B412,,,,
2020,B413,,,,
2020,B414,,,,
2020,B415,,,,
2020,B416,,,,
2020,B417,,,,
2020,B418,,,,
2020,B419,,,,
2020,B420,,,,
2020,B421,,,,
2020,B422,,,,
2020,B423,,,,
2020,B424,,,,
2020,B425,,,,
2020,B426,,,,
2020,B427,,,,
2020,B428,,,,
2020,B429,,,,
2020,B430,,,,
2020,B431,,,,
2020,B432,,,,
2020,B433,,,,
2020,B434,,,,
2020,B435,,,,
2020,B436,,,,
2020,B437,,,,
2020,B438,,,,
2020,B439,,,,
2020,B440,,,,
2020,B441,,,,
2020,B442,,,,
2020,B443,,,,
2020,B444,,,,
2020,B445,,,,
2020,B446,,,,
2020,B447,,,,
2020,B448,,,,
2020,B449,,,,
2020,B450,,,,
2020,B451,,,,
2020,B452,,,,
2020,B453,,,,
2020,B454,,,,
2020,B455,,,,
2020,B456,,,,
2020,B457,,,,
2020,B458,,,,
2020,B459,,,,
2020,B460,,,,
2020,B461,,,,
2020,B462,,,,
2020,B463,,,,
2020,B464,,,,
2020,B465,,,,
2020,B466,,,,
2020,B467,,,,
2020,B468,,,,
2020,B469,,,,
2020,B470,,,,
2020,B471,,,,
2020,B472,,,,
2020,B473,,,,
2020,B474,,,,
2020,B475,,,,
2020,B476,,,,
2020,B477,,,,
2020,B478,,,,
2020,B479,,,,
2020,B480,,,,
2020,B481,,,,
2020,B482,,,,
2020,B483,,,,
2020,B484,,,,
2020,B485,,,,
2020,B486,,,,
2020,B487,,,,
2020,B488,,,,
2020,B489,,,,
2020,B490,,,,
2020,B491,,,,
2020,B492,,,,
2020,B493,,,,
2020,B494,,,,
2020,B495,,,,
2020,B496,,,,
2020,B497,,,,
2020,B498,,,,
2020,B499,,,,
2020,B500,,,,
2020,B501,,,,
2020,B502,,,,
2020,B503,,,,
2020,B504,,,,
2020,B505,,,,
2020,B506,,,,
2020,B507,,,,
2020,B508,,,,
2020,B509,,,,
2020,B510,,,,
2020,B511,,,,
2020,B512,,,,
2020,B513,,,,
2020,B514,,,,
2020,B515,,,,
2020,B516,,,,
2020,B517,,,,
2020,B518,,,,
2020,B519,,,,
2020,B520,,,,
2020,B521,,,,
2020,B522,,,,
2020,B523,,,,
2020,B524,,,,
2020,B525,,,,
2020,B526,,,,
2020,B527,,,,
2020,B528,,,,
2020,B529,,,,
2020,B530,,,,
2020,B531,,,,
2020,B532,,,,
2020,B533,,,,
2020,B534,,,,
2020,B535,,,,
2020,B536,,,,
2020,B537,,,,
2020,B538,,,,
2020,B539,,,,
2020,B540,,,,
2020,B541,,,,
2020,B542,,,,
2020,B543,,,,
2020,B544,,,,
2020,B545,,,,
2020,B546,,,,
2020,B547,,,,
2020,B548,,,,
2020,B549,,,,
2020,B550,,,,
2020,B551,,,,
2020,B552,,,,
2020,B553,,,,
2020,B554,,,,
2020,B555,,,,
2020,B556,,,,
2020,B557,,,,
2020,B558,,,,
2020,B559,,,,
2020,B560,,,,
2020,B561,,,,
2020,B562,,,,
2020,B563,,,,
2020,B564,,,,
2020,B565,,,,
2020,B566,,,,
2020,B567,,,,
2020,B568,,,,
2020,B569,,,,
2020,B570,,,,
2020,B571,,,,
2020,B572,,,,
2020,B573,,,,
2020,B574,,,,
2020,B575,,,,
2020,B576,,,,
2020,B577,,,,
2020,B578,,,,
2020,B579,,,,
2020,B580,,,,
2020,B581,,,,
2020,B582,,,,
2020,B583,,,,
2020,B584,,,,
2020,B585,,,,
2020,B586,,,,
2020,B587,,,,
2020,B588,,,,
2020,B589,,,,
2020,B590,,,,
2020,B591,,,,
2020,B592,,,,
2020,B593,,,,
2020,B594,,,,
2020,B595,,,,
2020,B596,,,,
2020,B597,,,,
2020,B598,,,,
2020,B599,,,,
2020,B600,,,,
2020,B601,,,,
2020,B602,,,,
2020,B603,,,,
2020,B604,,,,
2020,B605,,,,
2020,B606,,,,
2020,B607,,,,
2020,B608,,,,
2020,B609,,,,
2020,B610,,,,
2020,B611,,,,
2020,,,,,
2020,,farm,,,
2020,,private_enterprise,,,
2020,,collective_enterprise,,,
2020,,public_enterprise,,,
2020,,state-run_enterprise,,,
2020,,communal_enterprise,,,
2020,,joint_communal_enterprise,,,
2020,,subsidiary,,,
2020,,foreign_enterprise,,,
2020,,enterprise_association_of_citizens,,,
2020,,enterprise_founded_by_consumer_partnership,,,
2020,,rental_enterprise,,,
2020,,individual_enterprise,,,
2020,,family_enterprise,,,
2020,,joint_enterprise,,,
2020,,joint-stock_company,,,
2020,,public_joint-stock_partnership,,,
2020,,private_joint-stock_partnership,,,
2020,,state_joint_stock_company,,,
2020,,holding_company,,,
2020,,limited_liability_partnership,,,
2020,,extended_liability_partnership,,,
2020,,full_liability_partnership,,,
2020,,mixed_liability_company,,,
2020,,lawyers_union,,,
2020,,law_office,,,
2020,,cooperative,,,
2020,,production_cooperative,,,
2020,,serve_cooperative,,,
2020,,housing_construction_cooperativ,,,
2020,,garage_cooperativ,,,
2020,,consumer_cooperativ,,,
2020,,consumer_partnership,,,
2020,,Bgriculture_and_production_cooperativ,,,
2020,,Bgriculture_and_serve_cooperativ,,,
2020,,Bgriculture_cooperativ,,,
2020,,organisation_establishment_institution,,,
2020,,Buthority_of_state_power_organization,,,
2020,,Buthority_of_state_power,,,
2020,,courts,,,
2020,,Buthority_of_municipality_power,,,
2020,,state-run_organisation,,,
2020,,communal_establishment_institution,,,
2020,,private_establishment_institution,,,
2020,,organisation_establishment_institution_public_association,,,
2020,,organization_of_tenants,,,
2020,,organization_of_customers,,,
2020,,Bssociation,,,
2020,,corporation,,,
2020,,consortium,,,
2020,,concern,,,
2020,,union_of_consumer_partnerships,,,
2020,,other_associations_of_legal_persons,,,
2020,,Buthority_of_advocacy_self-government,,,
2020,,Buthority_of_judge_self-government,,,
2020,,Budit_chamber_of_ukraine,,,
2020,,organization_of_water_users,,,
2020,,commodity_exchange,,,
2020,,credit_union,,,
2020,,not_state_pension_fund,,,
2020,,political_party,,,
2020,,non-profit_organisation,,,
2020,,public_union,,,
2020,,religious_organisation,,,
2020,,trade_union_association_of_trade_unions,,,
2020,,trade_union,,,
2020,,Bssociation_of_trade_unions,,,
2020,,creative_union_other_professional_organisation,,,
2020,,charitable_organisation,,,
2020,,organization_of_employers,,,
2020,,condominium,,,
2020,,community_association_population,,,
2020,,gardening_partnership,,,
2020,,,Ukraine,,
2020,,,autonomous_Republic_of_Crimea,,
2020,,,11_reg_Vinnytsya,,
2020,,,12_reg_Volyn,,
2020,,,13_reg_Dnipropetrovsk,,
2020,,,14_reg_Donetsk,,
2020,,,15_reg_Zhytomyr,,
2020,,,16_reg_Zakarpattya,,
2020,,,17_reg_Zaporizhzhya,,
2020,,,18_reg_Ivano-Frankivsk,,
2020,,,19_reg_Kyiv,,
2020,,,20_reg_Kirovohrad,,
2020,,,21_reg_Luhansk,,
2020,,,22_reg_Lviv,,
2020,,,23_reg_Mykolayiv,,
2020,,,24_reg_Odesa,,
2020,,,25_reg_Poltava,,
2020,,,26_reg_Rivne,,
2020,,,27_reg_Sumy,,
2020,,,28_reg_Ternopil,,
2020,,,29_reg_Kharkiv,,
2020,,,30_reg_Kherson,,
2020,,,31_reg_Khmelnytskiy,,
2020,,,32_reg_Cherkasy,,
2020,,,33_reg_Chernivtsi,,
2020,,,34_reg_Chernihiv,,
2020,,,35_reg_Kyiv_city,,
2020,,,city_Sevastopol,,
2021,B01,,,,19.4
2021,B02,,,,18.2
2021,B03,,,,20.3
2021,B04,,,,
2021,B05,,,,
2021,B06,,,,23.8
2021,B07,,,,26.5
2021,B08,,,,19.7
2021,B09,,,,20.8
2021,B10,,,,18.1
2021,B11,,,,
2021,B12,,,,18.9
2021,B13,,,,22.1
2021,B14,,,,26.5
2021,B15,,,,19.4
2021,B16,,,,22.0
2021,B17,,,,27.0
2021,B18,,,,
2021,B19,,,,17.5
2021,B20,,,,22.0
2021,B21,,,,23.3
2021,B22,,,,22.6
2021,B23,,,,18.7
2021,B24,,,,19.6
2021,B25,,,,23.7
2021,B26,,,,20.0
