Year,Infectious diseases,Age,Region,Value
2015,"Measles, mumps, rubella",1 year,Kharkiv,51.8
2015,Mumps,1 year,Kharkiv,51.8
2015,Rubella,6 years,Kharkiv,56.0
2015,"Measles, mumps, rubella",6 years,Kharkiv,56.0
2015,Mumps,6 years,Kharkiv,56.0
2015,Hepatitis B,under 1 year,Kharkiv,16.6
2015,Tuberculosis,under 1 year,Kherson,51.6
2015,Poliomyelitis,under 1 year,Kherson,47.9
2015,Poliomyelitis,18 months,Kherson,78.4
2015,Poliomyelitis,6 years,Kherson,71.9
2015,Poliomyelitis,14 years,Kherson,72.4
2015,"Diphtheria, tetanus",under 1 year,Kherson,27.5
2015,Pertussis,under 1 year,Kherson,27.5
2015,Tetanus,under 1 year,Kherson,27.5
2015,"Diphtheria, tetanus",18 months,Kherson,10.8
2015,Pertussis,18 months,Kherson,10.8
2015,Tetanus,18 months,Kherson,10.8
2015,"Diphtheria, tetanus",6 years,Kherson,0.0
2015,Tetanus,6 years,Kherson,0.0
2015,"Diphtheria, tetanus",adults,Kherson,0.0
2015,Tetanus,adults,Kherson,0.0
2015,Rubella,1 year,Kherson,63.0
2015,"Measles, mumps, rubella",1 year,Kherson,63.0
2015,Mumps,1 year,Kherson,63.0
2015,Rubella,6 years,Kherson,68.7
2015,"Measles, mumps, rubella",6 years,Kherson,68.7
2015,Mumps,6 years,Kherson,68.7
2015,Hepatitis B,under 1 year,Kherson,19.4
2015,Tuberculosis,under 1 year,Khmelnytskiy,23.8
2015,Poliomyelitis,under 1 year,Khmelnytskiy,93.5
2015,Poliomyelitis,18 months,Khmelnytskiy,86.3
2015,Poliomyelitis,6 years,Khmelnytskiy,39.0
2015,Poliomyelitis,14 years,Khmelnytskiy,40.3
2015,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,32.3
2015,Pertussis,under 1 year,Khmelnytskiy,32.3
2015,Tetanus,under 1 year,Khmelnytskiy,32.3
2015,"Diphtheria, tetanus",18 months,Khmelnytskiy,55.7
2015,Pertussis,18 months,Khmelnytskiy,55.7
2015,Tetanus,18 months,Khmelnytskiy,55.7
2015,"Diphtheria, tetanus",6 years,Khmelnytskiy,0.0
2015,Tetanus,6 years,Khmelnytskiy,0.0
2015,"Diphtheria, tetanus",adults,Khmelnytskiy,0.0
2015,Tetanus,adults,Khmelnytskiy,0.0
2015,Rubella,1 year,Khmelnytskiy,69.9
2015,"Measles, mumps, rubella",1 year,Khmelnytskiy,69.9
2015,Mumps,1 year,Khmelnytskiy,69.9
2015,Rubella,6 years,Khmelnytskiy,75.7
2015,"Measles, mumps, rubella",6 years,Khmelnytskiy,75.7
2015,Mumps,6 years,Khmelnytskiy,75.7
2015,Hepatitis B,under 1 year,Khmelnytskiy,9.7
2015,Tuberculosis,under 1 year,Cherkasy,66.5
2015,Poliomyelitis,under 1 year,Cherkasy,49.9
2015,Poliomyelitis,18 months,Cherkasy,83.4
2015,Poliomyelitis,6 years,Cherkasy,34.3
2015,Poliomyelitis,14 years,Cherkasy,58.5
2015,"Diphtheria, tetanus",under 1 year,Cherkasy,30.6
2015,Pertussis,under 1 year,Cherkasy,30.6
2015,Tetanus,under 1 year,Cherkasy,30.6
2015,"Diphtheria, tetanus",18 months,Cherkasy,32.6
2015,Pertussis,18 months,Cherkasy,32.6
2015,Tetanus,18 months,Cherkasy,32.6
2015,"Diphtheria, tetanus",6 years,Cherkasy,0.0
2015,Tetanus,6 years,Cherkasy,0.0
2015,"Diphtheria, tetanus",adults,Cherkasy,0.8
2015,Tetanus,adults,Cherkasy,0.8
2015,Rubella,1 year,Cherkasy,49.3
2015,"Measles, mumps, rubella",1 year,Cherkasy,49.3
2015,Mumps,1 year,Cherkasy,49.3
2015,Rubella,6 years,Cherkasy,47.3
2015,"Measles, mumps, rubella",6 years,Cherkasy,47.3
2015,Mumps,6 years,Cherkasy,47.3
2015,Hepatitis B,under 1 year,Cherkasy,19.9
2015,Tuberculosis,under 1 year,Chernivtsi,38.7
2015,Poliomyelitis,under 1 year,Chernivtsi,71.2
2015,Poliomyelitis,18 months,Chernivtsi,94.5
2015,Poliomyelitis,6 years,Chernivtsi,57.1
2015,Poliomyelitis,14 years,Chernivtsi,67.2
2015,"Diphtheria, tetanus",under 1 year,Chernivtsi,23.7
2015,Pertussis,under 1 year,Chernivtsi,23.7
2015,Tetanus,under 1 year,Chernivtsi,23.7
2015,"Diphtheria, tetanus",18 months,Chernivtsi,26.6
2015,Pertussis,18 months,Chernivtsi,26.6
2015,Tetanus,18 months,Chernivtsi,26.6
2015,"Diphtheria, tetanus",6 years,Chernivtsi,0.0
2015,Tetanus,6 years,Chernivtsi,0.0
2015,"Diphtheria, tetanus",adults,Chernivtsi,0.1
2015,Tetanus,adults,Chernivtsi,0.1
2015,Rubella,1 year,Chernivtsi,64.1
2015,"Measles, mumps, rubella",1 year,Chernivtsi,64.1
2015,Mumps,1 year,Chernivtsi,64.1
2015,Rubella,6 years,Chernivtsi,62.5
2015,"Measles, mumps, rubella",6 years,Chernivtsi,62.5
2015,Mumps,6 years,Chernivtsi,62.5
2015,Hepatitis B,under 1 year,Chernivtsi,14.8
2015,Tuberculosis,under 1 year,Chernihiv,64.3
2015,Poliomyelitis,under 1 year,Chernihiv,85.5
2015,Poliomyelitis,18 months,Chernihiv,101.4
2015,Poliomyelitis,6 years,Chernihiv,34.8
2015,Poliomyelitis,14 years,Chernihiv,50.5
2015,"Diphtheria, tetanus",under 1 year,Chernihiv,33.9
2015,Pertussis,under 1 year,Chernihiv,33.9
2015,Tetanus,under 1 year,Chernihiv,33.9
2015,"Diphtheria, tetanus",18 months,Chernihiv,52.8
2015,Pertussis,18 months,Chernihiv,52.8
2015,Tetanus,18 months,Chernihiv,52.8
2015,"Diphtheria, tetanus",6 years,Chernihiv,0.0
2015,Tetanus,6 years,Chernihiv,0.0
2015,"Diphtheria, tetanus",adults,Chernihiv,0.0
2015,Tetanus,adults,Chernihiv,0.0
2015,Rubella,1 year,Chernihiv,88.1
2015,"Measles, mumps, rubella",1 year,Chernihiv,88.1
2015,Mumps,1 year,Chernihiv,88.1
2015,Rubella,6 years,Chernihiv,84.2
2015,"Measles, mumps, rubella",6 years,Chernihiv,84.2
2015,Mumps,6 years,Chernihiv,84.2
2015,Hepatitis B,under 1 year,Chernihiv,11.8
2016,Tuberculosis,under 1 year,Vinnytsya,71.2
2016,Poliomyelitis,under 1 year,Vinnytsya,61.2
2016,Poliomyelitis,18 months,Vinnytsya,65.6
2016,Poliomyelitis,6 years,Vinnytsya,87.8
2016,Poliomyelitis,14 years,Vinnytsya,81.9
2016,"Diphtheria, tetanus",under 1 year,Vinnytsya,12.6
2016,Pertussis,under 1 year,Vinnytsya,12.6
2016,Tetanus,under 1 year,Vinnytsya,12.6
2016,"Diphtheria, tetanus",18 months,Vinnytsya,18.4
2016,Pertussis,18 months,Vinnytsya,18.4
2016,Tetanus,18 months,Vinnytsya,18.4
2016,"Diphtheria, tetanus",6 years,Vinnytsya,58.0
2016,Tetanus,6 years,Vinnytsya,58.0
2016,"Diphtheria, tetanus",adults,Vinnytsya,34.8
2016,Tetanus,adults,Vinnytsya,34.8
2016,Rubella,1 year,Vinnytsya,45.9
2016,"Measles, mumps, rubella",1 year,Vinnytsya,45.9
2016,Mumps,1 year,Vinnytsya,45.9
2016,Rubella,6 years,Vinnytsya,30.6
2016,"Measles, mumps, rubella",6 years,Vinnytsya,30.6
2016,Mumps,6 years,Vinnytsya,30.6
2016,Hepatitis B,under 1 year,Vinnytsya,22.0
2016,Tuberculosis,under 1 year,Volyn,54.4
2016,Poliomyelitis,under 1 year,Volyn,54.1
2016,Poliomyelitis,18 months,Volyn,61.7
2016,Poliomyelitis,6 years,Volyn,84.7
2016,Poliomyelitis,14 years,Volyn,73.0
2016,"Diphtheria, tetanus",under 1 year,Volyn,7.5
2016,Pertussis,under 1 year,Volyn,7.5
2016,Tetanus,under 1 year,Volyn,7.5
2016,"Diphtheria, tetanus",18 months,Volyn,18.8
2016,Pertussis,18 months,Volyn,18.8
2016,Tetanus,18 months,Volyn,18.8
2016,"Diphtheria, tetanus",6 years,Volyn,50.8
2016,Tetanus,6 years,Volyn,50.8
2016,"Diphtheria, tetanus",adults,Volyn,8.0
2016,Tetanus,adults,Volyn,8.0
2016,Rubella,1 year,Volyn,30.2
2016,"Measles, mumps, rubella",1 year,Volyn,30.2
2016,Mumps,1 year,Volyn,30.2
2016,Rubella,6 years,Volyn,19.5
2016,"Measles, mumps, rubella",6 years,Volyn,19.5
2016,Mumps,6 years,Volyn,19.5
2016,Hepatitis B,under 1 year,Volyn,10.7
2016,Tuberculosis,under 1 year,Dnipropetrovsk,60.2
2016,Poliomyelitis,under 1 year,Dnipropetrovsk,88.1
2016,Poliomyelitis,18 months,Dnipropetrovsk,90.8
2016,Poliomyelitis,6 years,Dnipropetrovsk,100.4
2016,Poliomyelitis,14 years,Dnipropetrovsk,90.0
2016,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,17.2
2016,Pertussis,under 1 year,Dnipropetrovsk,17.2
2016,Tetanus,under 1 year,Dnipropetrovsk,17.2
2016,"Diphtheria, tetanus",18 months,Dnipropetrovsk,19.1
2016,Pertussis,18 months,Dnipropetrovsk,19.1
2016,Tetanus,18 months,Dnipropetrovsk,19.1
2016,"Diphtheria, tetanus",6 years,Dnipropetrovsk,69.5
2016,Tetanus,6 years,Dnipropetrovsk,69.5
2016,"Diphtheria, tetanus",adults,Dnipropetrovsk,32.0
2016,Tetanus,adults,Dnipropetrovsk,32.0
2016,Rubella,1 year,Dnipropetrovsk,51.6
2016,"Measles, mumps, rubella",1 year,Dnipropetrovsk,51.6
2016,Mumps,1 year,Dnipropetrovsk,51.6
2016,Rubella,6 years,Dnipropetrovsk,40.0
2016,"Measles, mumps, rubella",6 years,Dnipropetrovsk,40.0
2016,Mumps,6 years,Dnipropetrovsk,40.0
2016,Hepatitis B,under 1 year,Dnipropetrovsk,48.8
2016,Tuberculosis,under 1 year,Donetsk,76.5
2016,Poliomyelitis,under 1 year,Donetsk,70.5
2016,Poliomyelitis,18 months,Donetsk,100.0
2016,Poliomyelitis,6 years,Donetsk,88.9
2016,Poliomyelitis,14 years,Donetsk,85.2
2016,"Diphtheria, tetanus",under 1 year,Donetsk,28.9
2016,Pertussis,under 1 year,Donetsk,28.9
2016,Tetanus,under 1 year,Donetsk,28.9
2016,"Diphtheria, tetanus",18 months,Donetsk,47.9
2016,Pertussis,18 months,Donetsk,47.9
2016,Tetanus,18 months,Donetsk,47.9
2016,"Diphtheria, tetanus",6 years,Donetsk,58.6
2016,Tetanus,6 years,Donetsk,58.6
2016,"Diphtheria, tetanus",adults,Donetsk,10.0
2016,Tetanus,adults,Donetsk,10.0
2016,Rubella,1 year,Donetsk,74.2
2016,"Measles, mumps, rubella",1 year,Donetsk,74.2
2016,Mumps,1 year,Donetsk,74.2
2016,Rubella,6 years,Donetsk,78.6
2016,"Measles, mumps, rubella",6 years,Donetsk,78.6
2016,Mumps,6 years,Donetsk,78.6
2016,Hepatitis B,under 1 year,Donetsk,39.9
2016,Tuberculosis,under 1 year,Zhytomyr,75.4
2016,Poliomyelitis,under 1 year,Zhytomyr,69.3
2016,Poliomyelitis,18 months,Zhytomyr,63.4
2016,Poliomyelitis,6 years,Zhytomyr,85.0
2016,Poliomyelitis,14 years,Zhytomyr,92.2
2016,"Diphtheria, tetanus",under 1 year,Zhytomyr,26.0
2016,Pertussis,under 1 year,Zhytomyr,26.0
2016,Tetanus,under 1 year,Zhytomyr,26.0
2016,"Diphtheria, tetanus",18 months,Zhytomyr,18.4
2016,Pertussis,18 months,Zhytomyr,18.4
2016,Tetanus,18 months,Zhytomyr,18.4
2016,"Diphtheria, tetanus",6 years,Zhytomyr,62.2
2016,Tetanus,6 years,Zhytomyr,62.2
2016,"Diphtheria, tetanus",adults,Zhytomyr,14.3
2016,Tetanus,adults,Zhytomyr,14.3
2016,Rubella,1 year,Zhytomyr,42.3
2016,"Measles, mumps, rubella",1 year,Zhytomyr,42.3
2016,Mumps,1 year,Zhytomyr,42.3
2016,Rubella,6 years,Zhytomyr,23.7
2016,"Measles, mumps, rubella",6 years,Zhytomyr,23.7
2016,Mumps,6 years,Zhytomyr,23.7
2016,Hepatitis B,under 1 year,Zhytomyr,41.9
2016,Tuberculosis,under 1 year,Zakarpattya,68.8
2016,Poliomyelitis,under 1 year,Zakarpattya,42.9
2016,Poliomyelitis,18 months,Zakarpattya,52.3
2016,Poliomyelitis,6 years,Zakarpattya,86.5
2016,Poliomyelitis,14 years,Zakarpattya,75.3
2016,"Diphtheria, tetanus",under 1 year,Zakarpattya,8.8
2016,Pertussis,under 1 year,Zakarpattya,8.8
2016,Tetanus,under 1 year,Zakarpattya,8.8
2016,"Diphtheria, tetanus",18 months,Zakarpattya,8.5
2016,Pertussis,18 months,Zakarpattya,8.5
2016,Tetanus,18 months,Zakarpattya,8.5
2016,"Diphtheria, tetanus",6 years,Zakarpattya,60.9
2016,Tetanus,6 years,Zakarpattya,60.9
2016,"Diphtheria, tetanus",adults,Zakarpattya,3.7
2016,Tetanus,adults,Zakarpattya,3.7
2016,Rubella,1 year,Zakarpattya,33.6
2016,"Measles, mumps, rubella",1 year,Zakarpattya,33.6
2016,Mumps,1 year,Zakarpattya,33.6
2016,Rubella,6 years,Zakarpattya,25.5
2016,"Measles, mumps, rubella",6 years,Zakarpattya,25.5
2016,Mumps,6 years,Zakarpattya,25.5
2016,Hepatitis B,under 1 year,Zakarpattya,17.8
2016,Tuberculosis,under 1 year,Zaporizhzhya,75.5
2016,Poliomyelitis,under 1 year,Zaporizhzhya,42.7
2016,Poliomyelitis,18 months,Zaporizhzhya,28.2
2016,Poliomyelitis,6 years,Zaporizhzhya,63.8
2016,Poliomyelitis,14 years,Zaporizhzhya,68.7
2016,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,16.5
2016,Pertussis,under 1 year,Zaporizhzhya,16.5
2016,Tetanus,under 1 year,Zaporizhzhya,16.5
2016,"Diphtheria, tetanus",18 months,Zaporizhzhya,14.0
2016,Pertussis,18 months,Zaporizhzhya,14.0
2016,Tetanus,18 months,Zaporizhzhya,14.0
2016,"Diphtheria, tetanus",6 years,Zaporizhzhya,46.3
2016,Tetanus,6 years,Zaporizhzhya,46.3
2016,"Diphtheria, tetanus",adults,Zaporizhzhya,8.9
2016,Tetanus,adults,Zaporizhzhya,8.9
2016,Rubella,1 year,Zaporizhzhya,48.2
2016,"Measles, mumps, rubella",1 year,Zaporizhzhya,48.2
2016,Mumps,1 year,Zaporizhzhya,48.2
2016,Rubella,6 years,Zaporizhzhya,22.8
2016,"Measles, mumps, rubella",6 years,Zaporizhzhya,22.8
2016,Mumps,6 years,Zaporizhzhya,22.8
2016,Hepatitis B,under 1 year,Zaporizhzhya,22.5
2016,Tuberculosis,under 1 year,Ivano-Frankivsk,57.9
2016,Poliomyelitis,under 1 year,Ivano-Frankivsk,49.4
2016,Poliomyelitis,18 months,Ivano-Frankivsk,50.8
2016,Poliomyelitis,6 years,Ivano-Frankivsk,60.7
2016,Poliomyelitis,14 years,Ivano-Frankivsk,58.9
2016,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,14.6
2016,Pertussis,under 1 year,Ivano-Frankivsk,14.6
2016,Tetanus,under 1 year,Ivano-Frankivsk,14.6
2016,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,17.8
2016,Pertussis,18 months,Ivano-Frankivsk,17.8
2016,Tetanus,18 months,Ivano-Frankivsk,17.8
2016,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,56.6
2016,Tetanus,6 years,Ivano-Frankivsk,56.6
2016,"Diphtheria, tetanus",adults,Ivano-Frankivsk,10.8
2016,Tetanus,adults,Ivano-Frankivsk,10.8
2016,Rubella,1 year,Ivano-Frankivsk,58.8
2016,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,58.8
2016,Mumps,1 year,Ivano-Frankivsk,58.8
2016,Rubella,6 years,Ivano-Frankivsk,41.1
2016,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,41.1
2016,Mumps,6 years,Ivano-Frankivsk,41.1
2016,Hepatitis B,under 1 year,Ivano-Frankivsk,29.4
2016,Tuberculosis,under 1 year,Kirovohrad,81.2
2016,Poliomyelitis,under 1 year,Kirovohrad,79.3
2016,Poliomyelitis,18 months,Kirovohrad,79.0
2016,Poliomyelitis,6 years,Kirovohrad,92.8
2016,Poliomyelitis,14 years,Kirovohrad,90.8
2016,"Diphtheria, tetanus",under 1 year,Kirovohrad,60.8
2016,Pertussis,under 1 year,Kirovohrad,60.8
2016,Tetanus,under 1 year,Kirovohrad,60.8
2016,"Diphtheria, tetanus",18 months,Kirovohrad,58.7
2016,Pertussis,18 months,Kirovohrad,58.7
2016,Tetanus,18 months,Kirovohrad,58.7
2016,"Diphtheria, tetanus",6 years,Kirovohrad,81.6
2016,Tetanus,6 years,Kirovohrad,81.6
2016,"Diphtheria, tetanus",adults,Kirovohrad,31.6
2016,Tetanus,adults,Kirovohrad,31.6
2016,Rubella,1 year,Kirovohrad,45.9
2016,"Measles, mumps, rubella",1 year,Kirovohrad,45.9
2016,Mumps,1 year,Kirovohrad,45.9
2016,Rubella,6 years,Kirovohrad,11.4
2016,"Measles, mumps, rubella",6 years,Kirovohrad,11.4
2016,Mumps,6 years,Kirovohrad,11.4
2016,Hepatitis B,under 1 year,Kirovohrad,42.1
2016,Tuberculosis,under 1 year,Luhansk,72.1
2016,Poliomyelitis,under 1 year,Luhansk,70.6
2016,Poliomyelitis,18 months,Luhansk,90.2
2016,Poliomyelitis,6 years,Luhansk,100.0
2016,Poliomyelitis,14 years,Luhansk,100.0
2016,"Diphtheria, tetanus",under 1 year,Luhansk,58.4
2016,Pertussis,under 1 year,Luhansk,58.4
2016,Tetanus,under 1 year,Luhansk,58.4
2016,"Diphtheria, tetanus",18 months,Luhansk,43.6
2016,Pertussis,18 months,Luhansk,43.6
2016,Tetanus,18 months,Luhansk,43.6
2016,"Diphtheria, tetanus",6 years,Luhansk,43.5
2016,Tetanus,6 years,Luhansk,43.5
2016,"Diphtheria, tetanus",adults,Luhansk,17.6
2016,Tetanus,adults,Luhansk,17.6
2016,Rubella,1 year,Luhansk,94.3
2016,"Measles, mumps, rubella",1 year,Luhansk,94.3
2016,Mumps,1 year,Luhansk,94.3
2016,Rubella,6 years,Luhansk,85.4
2016,"Measles, mumps, rubella",6 years,Luhansk,85.4
2016,Mumps,6 years,Luhansk,85.4
2016,Hepatitis B,under 1 year,Luhansk,58.4
2016,Tuberculosis,under 1 year,Lviv,50.1
2016,Poliomyelitis,under 1 year,Lviv,47.4
2016,Poliomyelitis,18 months,Lviv,58.5
2016,Poliomyelitis,6 years,Lviv,81.1
2016,Poliomyelitis,14 years,Lviv,72.9
2016,"Diphtheria, tetanus",under 1 year,Lviv,19.4
2016,Pertussis,under 1 year,Lviv,19.4
2016,Tetanus,under 1 year,Lviv,19.4
2016,"Diphtheria, tetanus",18 months,Lviv,21.8
2016,Pertussis,18 months,Lviv,21.8
2016,Tetanus,18 months,Lviv,21.8
2016,"Diphtheria, tetanus",6 years,Lviv,55.7
2016,Tetanus,6 years,Lviv,55.7
2016,"Diphtheria, tetanus",adults,Lviv,19.6
2016,Tetanus,adults,Lviv,19.6
2016,Rubella,1 year,Lviv,35.4
2016,"Measles, mumps, rubella",1 year,Lviv,35.4
2016,Mumps,1 year,Lviv,35.4
2016,Rubella,6 years,Lviv,30.9
2016,"Measles, mumps, rubella",6 years,Lviv,30.9
2016,Mumps,6 years,Lviv,30.9
2016,Hepatitis B,under 1 year,Lviv,25.0
2016,Tuberculosis,under 1 year,Mykolayiv,85.3
2016,Poliomyelitis,under 1 year,Mykolayiv,56.6
2016,Poliomyelitis,18 months,Mykolayiv,61.4
2016,Poliomyelitis,6 years,Mykolayiv,82.5
2016,Poliomyelitis,14 years,Mykolayiv,88.0
2016,"Diphtheria, tetanus",under 1 year,Mykolayiv,23.0
2016,Pertussis,under 1 year,Mykolayiv,23.0
2016,Tetanus,under 1 year,Mykolayiv,23.0
2016,"Diphtheria, tetanus",18 months,Mykolayiv,42.7
2016,Pertussis,18 months,Mykolayiv,42.7
2016,Tetanus,18 months,Mykolayiv,42.7
2016,"Diphtheria, tetanus",6 years,Mykolayiv,69.7
2016,Tetanus,6 years,Mykolayiv,69.7
2016,"Diphtheria, tetanus",adults,Mykolayiv,31.5
2016,Tetanus,adults,Mykolayiv,31.5
2016,Rubella,1 year,Mykolayiv,50.6
2016,"Measles, mumps, rubella",1 year,Mykolayiv,50.6
2016,Mumps,1 year,Mykolayiv,50.6
2016,Rubella,6 years,Mykolayiv,24.7
2016,"Measles, mumps, rubella",6 years,Mykolayiv,24.7
2016,Mumps,6 years,Mykolayiv,24.7
2016,Hepatitis B,under 1 year,Mykolayiv,35.2
2016,Tuberculosis,under 1 year,Odesa,79.3
2016,Poliomyelitis,under 1 year,Odesa,45.9
2016,Poliomyelitis,18 months,Odesa,50.2
2016,Poliomyelitis,6 years,Odesa,69.7
2016,Poliomyelitis,14 years,Odesa,74.7
2016,"Diphtheria, tetanus",under 1 year,Odesa,21.1
2016,Pertussis,under 1 year,Odesa,21.1
2016,Tetanus,under 1 year,Odesa,21.1
2016,"Diphtheria, tetanus",18 months,Odesa,21.8
2016,Pertussis,18 months,Odesa,21.8
2016,Tetanus,18 months,Odesa,21.8
2016,"Diphtheria, tetanus",6 years,Odesa,50.0
2016,Tetanus,6 years,Odesa,50.0
2016,"Diphtheria, tetanus",adults,Odesa,16.6
2016,Tetanus,adults,Odesa,16.6
2016,Rubella,1 year,Odesa,42.7
2016,"Measles, mumps, rubella",1 year,Odesa,42.7
2016,Mumps,1 year,Odesa,42.7
2016,Rubella,6 years,Odesa,28.9
2016,"Measles, mumps, rubella",6 years,Odesa,28.9
2016,Mumps,6 years,Odesa,28.9
2016,Hepatitis B,under 1 year,Odesa,16.3
2016,Tuberculosis,under 1 year,Poltava,78.5
2016,Poliomyelitis,under 1 year,Poltava,20.9
2016,Poliomyelitis,18 months,Poltava,38.1
2016,Poliomyelitis,6 years,Poltava,68.0
2016,Poliomyelitis,14 years,Poltava,74.6
2016,"Diphtheria, tetanus",under 1 year,Poltava,13.1
2016,Pertussis,under 1 year,Poltava,13.1
2016,Tetanus,under 1 year,Poltava,13.1
2016,"Diphtheria, tetanus",18 months,Poltava,27.5
2016,Pertussis,18 months,Poltava,27.5
2016,Tetanus,18 months,Poltava,27.5
2016,"Diphtheria, tetanus",6 years,Poltava,47.4
2016,Tetanus,6 years,Poltava,47.4
2016,"Diphtheria, tetanus",adults,Poltava,8.9
2016,Tetanus,adults,Poltava,8.9
2016,Rubella,1 year,Poltava,28.1
2016,"Measles, mumps, rubella",1 year,Poltava,28.1
2016,Mumps,1 year,Poltava,28.1
2016,Rubella,6 years,Poltava,13.5
2016,"Measles, mumps, rubella",6 years,Poltava,13.5
2016,Mumps,6 years,Poltava,13.5
2016,Hepatitis B,under 1 year,Poltava,15.0
2016,Tuberculosis,under 1 year,Rivne,80.7
2016,Poliomyelitis,under 1 year,Rivne,57.3
2016,Poliomyelitis,18 months,Rivne,70.3
2016,Poliomyelitis,6 years,Rivne,97.7
2016,Poliomyelitis,14 years,Rivne,90.8
2016,"Diphtheria, tetanus",under 1 year,Rivne,13.5
2016,Pertussis,under 1 year,Rivne,13.5
2016,Tetanus,under 1 year,Rivne,13.5
2016,"Diphtheria, tetanus",18 months,Rivne,15.6
2016,Pertussis,18 months,Rivne,15.6
2016,Tetanus,18 months,Rivne,15.6
2016,"Diphtheria, tetanus",6 years,Rivne,69.3
2016,Tetanus,6 years,Rivne,69.3
2016,"Diphtheria, tetanus",adults,Rivne,30.1
2016,Tetanus,adults,Rivne,30.1
2016,Rubella,1 year,Rivne,26.6
2016,"Measles, mumps, rubella",1 year,Rivne,26.6
2016,Mumps,1 year,Rivne,26.6
2016,Rubella,6 years,Rivne,20.9
2016,"Measles, mumps, rubella",6 years,Rivne,20.9
2016,Mumps,6 years,Rivne,20.9
2016,Hepatitis B,under 1 year,Rivne,17.1
2016,Tuberculosis,under 1 year,Sumy,92.3
2016,Poliomyelitis,under 1 year,Sumy,60.8
2016,Poliomyelitis,18 months,Sumy,66.1
2016,Poliomyelitis,6 years,Sumy,82.0
2016,Poliomyelitis,14 years,Sumy,81.3
2016,"Diphtheria, tetanus",under 1 year,Sumy,9.0
2016,Pertussis,under 1 year,Sumy,9.0
2016,Tetanus,under 1 year,Sumy,9.0
2016,"Diphtheria, tetanus",18 months,Sumy,18.0
2016,Pertussis,18 months,Sumy,18.0
2016,Tetanus,18 months,Sumy,18.0
2016,"Diphtheria, tetanus",6 years,Sumy,52.6
2016,Tetanus,6 years,Sumy,52.6
2016,"Diphtheria, tetanus",adults,Sumy,23.9
2016,Tetanus,adults,Sumy,23.9
2016,Rubella,1 year,Sumy,53.2
2016,"Measles, mumps, rubella",1 year,Sumy,53.2
2016,Mumps,1 year,Sumy,53.2
2016,Rubella,6 years,Sumy,32.0
2016,"Measles, mumps, rubella",6 years,Sumy,32.0
2016,Mumps,6 years,Sumy,32.0
2016,Hepatitis B,under 1 year,Sumy,18.0
2016,Tuberculosis,under 1 year,Ternopil,67.3
2016,Poliomyelitis,under 1 year,Ternopil,40.0
2016,Poliomyelitis,18 months,Ternopil,65.2
2016,Poliomyelitis,6 years,Ternopil,77.2
2016,Poliomyelitis,14 years,Ternopil,72.1
2016,"Diphtheria, tetanus",under 1 year,Ternopil,9.8
2016,Pertussis,under 1 year,Ternopil,9.8
2016,Tetanus,under 1 year,Ternopil,9.8
2016,"Diphtheria, tetanus",18 months,Ternopil,17.0
2016,Pertussis,18 months,Ternopil,17.0
2016,Tetanus,18 months,Ternopil,17.0
2016,"Diphtheria, tetanus",6 years,Ternopil,59.0
2016,Tetanus,6 years,Ternopil,59.0
2016,"Diphtheria, tetanus",adults,Ternopil,18.0
2016,Tetanus,adults,Ternopil,18.0
2016,Rubella,1 year,Ternopil,20.0
2016,"Measles, mumps, rubella",1 year,Ternopil,20.0
2016,Mumps,1 year,Ternopil,20.0
2016,Rubella,6 years,Ternopil,14.7
2016,"Measles, mumps, rubella",6 years,Ternopil,14.7
2016,Mumps,6 years,Ternopil,14.7
2016,Hepatitis B,under 1 year,Ternopil,13.6
2016,Tuberculosis,under 1 year,Kharkiv,68.7
2016,Poliomyelitis,under 1 year,Kharkiv,36.3
2016,Poliomyelitis,18 months,Kharkiv,61.7
2016,Poliomyelitis,6 years,Kharkiv,99.5
2016,Poliomyelitis,14 years,Kharkiv,80.6
2016,"Diphtheria, tetanus",under 1 year,Kharkiv,20.0
2016,Pertussis,under 1 year,Kharkiv,20.0
2016,Tetanus,under 1 year,Kharkiv,20.0
2016,"Diphtheria, tetanus",18 months,Kharkiv,38.9
2016,Pertussis,18 months,Kharkiv,38.9
2016,Tetanus,18 months,Kharkiv,38.9
2016,"Diphtheria, tetanus",6 years,Kharkiv,52.6
2016,Tetanus,6 years,Kharkiv,52.6
2016,"Diphtheria, tetanus",adults,Kharkiv,20.0
2016,Tetanus,adults,Kharkiv,20.0
2016,Rubella,1 year,Kharkiv,33.9
2016,"Measles, mumps, rubella",1 year,Kharkiv,33.9
2016,Mumps,1 year,Kharkiv,33.9
2016,Rubella,6 years,Kharkiv,24.2
2016,"Measles, mumps, rubella",6 years,Kharkiv,24.2
2016,Mumps,6 years,Kharkiv,24.2
2016,Hepatitis B,under 1 year,Kharkiv,23.6
2016,Tuberculosis,under 1 year,Kherson,95.3
2016,Poliomyelitis,under 1 year,Kherson,54.2
2016,Poliomyelitis,18 months,Kherson,48.9
2016,Poliomyelitis,6 years,Kherson,100.9
